销售价格,卧室数,浴室数,居住面积,土地面积,楼层数,视野,成色,建筑设计水平,建筑年份,纬度,经度,附近15间房屋平均居住面积,附近15间房屋平均土地面积,每间卧室平均浴室数,有无地下室,距最近优质啤酒厂的距离,距医院的交通距离,销售年份,销售季度,是否位于西雅图,最近一次翻新距今年份,是否邻近海岸
717500,3,1,2090,4000,1.5,2,3,8,1931,47.6393,-122.392,2090,4000,3,有,1,0.163308197,2014,Q4,是,83,否
580000,2,1.5,1460,5700,1.5,0,3,7,1912,47.6838,-122.312,1780,3800,1.333333333,无,2.83,0.077819972,2015,Q1,是,103,否
272000,2,1,670,6300,1,0,4,6,1942,47.5145,-122.374,740,6300,2,无,6.84,0.386600107,2015,Q1,是,73,否
600000,3,1.75,1880,6360,1,0,4,7,1945,47.6878,-122.286,1770,6175,1.714285714,有,3.81,0.105264632,2014,Q2,是,69,否
744000,4,3,1980,5352,2.5,0,3,8,1941,47.532,-122.385,1680,5352,1.333333333,无,5.81,0.356617172,2014,Q2,是,9,否
322000,3,3.25,1380,1225,3,0,3,7,2000,47.7035,-122.351,1380,1704,0.923076923,无,2.83,0.156732675,2014,Q4,是,14,否
272450,3,1,1350,7973,1.5,0,3,7,1954,47.4323,-122.292,1310,7491,3,无,12.53,0.532821775,2015,Q1,是,61,否
510000,3,1.75,1950,8325,1,0,4,7,1962,47.7685,-122.2,1950,8325,1.714285714,无,10.64,0.275708061,2015,Q2,否,53,否
1130000,4,3.5,3170,4000,2,0,3,10,1999,47.6265,-122.298,1770,4000,1.142857143,有,1.41,0.060356117,2015,Q2,是,16,否
337500,3,1.75,1350,5850,1,0,4,7,1973,47.4225,-122.328,1710,7757,1.714285714,有,13.09,0.498346866,2015,Q2,是,42,否
312000,3,2.25,1470,7857,1,0,4,7,1973,47.4547,-122.209,1900,7600,1.333333333,有,12.09,0.444468731,2015,Q1,否,42,否
328000,4,1,1360,8136,1,0,3,7,1948,47.7366,-122.333,1570,8132,4,无,5.26,0.211922158,2014,Q3,是,66,否
241000,3,1,1020,7538,1,0,3,7,1981,47.3587,-122.288,1650,7201,3,无,17.61,0.501579779,2015,Q1,否,34,否
265000,3,2.25,1840,6750,1,0,4,7,1980,47.4075,-122.172,1750,7004,1.333333333,有,15.78,0.503535928,2014,Q3,否,34,否
271000,4,1.75,1490,9112,1,0,3,6,1940,47.4991,-122.345,1650,8411,2.285714286,有,7.77,0.378869638,2014,Q3,是,74,否
270000,2,1,2060,8398,1,0,3,7,1962,47.509,-122.324,1690,13495,2,有,7.16,0.355728824,2014,Q2,是,52,否
395000,4,2,2240,7085,1.5,0,3,7,1944,47.7309,-122.305,1440,7085,2,无,5.53,0.19043925,2014,Q4,是,22,否
340000,3,2,1460,5715,1,0,3,7,1957,47.54,-122.276,1400,5715,1.5,无,5.43,0.264424173,2014,Q3,是,57,否
335000,2,2.25,1420,1246,2,0,3,8,2007,47.5394,-122.368,1420,1826,0.888888889,无,5.1,0.328435393,2015,Q1,是,8,否
435000,2,1,1060,3036,1.5,0,4,6,1943,47.6578,-122.324,1730,5535,2,无,1.12,0.033221644,2014,Q2,是,71,否
527950,4,1.75,1760,3600,1,0,5,7,1926,47.6889,-122.33,1500,5580,2.285714286,有,2.59,0.101247892,2014,Q4,是,88,否
451000,4,1.75,1260,7250,1,0,3,6,1943,47.5267,-122.032,1880,7250,2.285714286,无,14.73,0.418648795,2015,Q1,否,72,否
580000,2,1,1650,9780,1,0,3,7,1943,47.6549,-122.394,1650,5458,2,有,0.43,0.164274722,2015,Q1,是,72,否
750000,5,3.25,2750,7500,2,1,3,7,1937,47.6636,-122.203,2750,7500,1.538461538,有,6.51,0.13224325,2014,Q2,否,77,是
685000,3,2.5,2810,7700,2,0,3,9,2001,47.5464,-122.191,2910,8250,1.2,无,7.58,0.393844328,2014,Q2,否,13,否
275000,3,2,1340,9764,1,0,3,7,1944,47.6786,-122.161,1310,9764,1.5,无,8.72,0.13224325,2014,Q4,否,70,否
715000,2,2.5,2160,5581,1,0,3,8,2002,47.7017,-122.023,2315,5652,0.8,无,15.18,0.13224325,2014,Q2,否,12,否
800000,4,2,2450,4400,1,0,3,7,1913,47.6414,-122.327,1890,1386,2,有,0.98,0.052972869,2015,Q1,是,35,是
350000,3,1.5,1870,9000,1,0,3,7,1923,47.5224,-122.318,1850,6000,2,有,6.24,0.319943636,2014,Q4,是,91,否
452500,3,2.5,2240,7791,2,0,3,7,2002,47.5361,-121.88,2480,5018,1.2,无,21.25,0.418648795,2014,Q4,否,12,否
280000,4,2.5,2200,5893,2,0,3,7,2008,47.3333,-122.055,2200,5757,1.6,无,22.96,0.437399093,2015,Q1,否,7,否
305000,2,1,890,7200,1,0,3,7,1949,47.6998,-122.278,1290,7200,2,有,4.67,0.14271907,2015,Q2,是,66,否
435010,3,1,1270,4000,1,0,3,7,1954,47.5293,-122.354,1220,4600,3,有,5.7,0.329602001,2015,Q1,是,61,否
678100,3,1.75,1850,2860,1.5,0,5,8,1931,47.5853,-122.39,1660,3120,1.714285714,有,2.77,0.307018419,2014,Q3,是,83,否
325000,3,2.25,1352,1694,3,0,3,8,2007,47.7265,-122.315,1439,1387,1.333333333,无,5.02,0.176644328,2014,Q2,是,7,否
529950,3,2,1540,8400,1,0,3,7,1968,47.6554,-122.129,1550,8760,1.5,有,9.41,0.13224325,2014,Q3,否,46,否
440000,3,1.75,1640,8529,1,0,5,7,1951,47.7751,-122.32,1730,7769,1.714285714,无,7.97,0.299940015,2014,Q4,是,63,否
585000,3,1,1350,4800,1.5,0,3,7,1928,47.5749,-122.412,1360,4800,3,无,4.02,0.332767476,2015,Q1,是,87,是
462608,3,2.5,2010,2778,2,0,3,8,2014,47.5528,-121.999,1540,1689,1.2,有,15.58,0.415300639,2014,Q3,否,0,否
350500,3,1.75,2080,5200,1,0,3,7,1974,47.4738,-122.35,1410,6550,1.714285714,有,9.52,0.441036393,2015,Q2,是,41,否
210000,3,1,1040,8125,1,0,3,7,1956,47.3171,-122.316,1200,9375,3,无,20.39,0.498346866,2014,Q4,否,58,否
510000,3,2.5,1890,5929,2,0,3,8,1993,47.5697,-121.994,2060,5775,1.2,无,15.54,0.393844328,2015,Q1,否,22,否
280000,3,2.25,1810,7630,1,0,4,7,1959,47.497,-122.18,1830,7594,1.333333333,无,10.34,0.418648795,2015,Q2,否,56,否
349000,3,1,1010,8184,1,0,4,6,1947,47.7416,-122.319,1010,8184,3,无,5.84,0.214549841,2014,Q2,是,67,否
1100000,4,2.5,2910,8881,2,1,3,10,1932,47.6424,-122.411,2540,5250,1.6,有,1.59,0.193433765,2014,Q4,是,82,是
375000,3,2.25,1330,8004,2,0,3,7,1985,47.7098,-122.217,1300,7971,1.333333333,无,7.27,0.128667689,2014,Q4,否,29,否
732000,3,3.75,2670,6517,2.5,4,4,8,1977,47.5702,-122.38,2010,6073,0.8,有,3.29,0.276980597,2014,Q3,是,37,否
200000,2,1,1000,6227,1,0,3,6,1949,47.513,-122.333,1240,6250,2,无,6.84,0.344175819,2014,Q3,是,65,否
681716,4,2.5,3150,7277,2,0,3,9,2006,47.5159,-122.202,3030,8643,1.6,无,8.68,0.393844328,2014,Q2,否,8,是
315000,3,1,1070,9497,1,0,3,7,1955,47.7425,-122.23,1710,9561,3,无,8.37,0.275708061,2014,Q3,否,59,否
299950,3,1,910,8000,1,0,4,6,1950,47.7746,-122.378,2090,9007,3,有,7.55,0.338925697,2014,Q2,是,64,否
530000,4,2.25,2130,8640,1,0,3,7,1969,47.7087,-122.198,2120,8826,1.777777778,有,7.97,0.128667689,2014,Q3,否,45,否
766500,2,1.75,2230,6930,1,0,4,8,1947,47.6705,-122.277,1970,6930,1.142857143,有,3.47,0.078336264,2014,Q3,是,67,否
690000,3,2.5,2590,4961,2,0,3,9,1944,47.5271,-122.381,1230,4961,1.2,无,6.07,0.362814785,2015,Q1,是,8,否
551000,4,1.75,2040,6348,1,0,3,7,1962,47.6964,-122.336,1770,5047,2.285714286,有,2.76,0.124174896,2015,Q1,是,53,否
568000,3,1,1340,7260,1.5,0,3,7,1953,47.7016,-122.295,1830,6822,3,无,4.29,0.131191874,2015,Q2,是,62,否
234300,3,1,1140,9779,1,0,3,7,1963,47.424,-122.201,1520,9814,3,无,14.18,0.503535928,2015,Q2,否,52,否
525000,4,1.75,1820,6600,1,0,5,7,1960,47.606,-122.135,1430,8800,2.285714286,无,8.67,0.134696631,2014,Q4,否,54,否
610000,4,1,1390,3708,1.5,0,4,7,1926,47.685,-122.363,1430,3708,4,无,1.44,0.140768585,2014,Q4,是,88,否
520000,3,2.5,1480,1165,3,0,3,8,2006,47.6199,-122.3,1480,1231,1.2,无,1.07,0.075491958,2014,Q4,是,8,否
375000,2,1,760,6000,1,0,3,6,1942,47.646,-122.384,1360,6000,2,无,1.05,0.140975158,2015,Q2,是,73,否
600000,3,1.75,1580,7416,1,0,3,7,1967,47.6056,-122.173,1730,7416,1.714285714,有,6.9,0.240961112,2014,Q2,否,47,否
698000,2,1,1510,4080,1,0,3,7,1923,47.6742,-122.329,1660,4080,2,有,1.87,0.076102489,2015,Q2,是,92,否
418000,3,2,1250,1306,3,0,3,7,2001,47.6705,-122.39,1320,1250,1.5,无,0.69,0.147909985,2014,Q3,是,13,是
450000,3,1,1540,9028,1,0,4,6,1968,47.6698,-122.177,1450,9028,3,无,7.77,0.13224325,2015,Q2,否,47,否
599950,6,3,2020,4129,1,0,3,7,1994,47.6648,-122.324,2080,4080,2,有,1.44,0.048034302,2015,Q1,是,21,否
810000,4,2.75,2820,5000,1.5,0,3,8,1927,47.6376,-122.394,1740,5000,1.454545455,有,1.02,0.168873125,2015,Q1,是,88,否
348000,3,1.75,1830,2417,1,0,3,7,1919,47.5723,-122.309,1320,3200,1.714285714,有,2.84,0.187843654,2015,Q2,是,96,否
435000,2,1,720,5600,1,0,4,7,1920,47.5641,-122.391,1330,5600,2,无,3.92,0.296247294,2014,Q3,是,94,否
530000,3,2.5,2160,9063,2,0,3,8,1992,47.7296,-122.333,2160,9063,1.2,无,4.82,0.198879825,2015,Q1,是,23,否
227000,3,1.75,1510,9837,2,0,3,7,1989,47.2576,-122.255,1470,8054,1.714285714,无,24.72,0.501579779,2014,Q3,否,25,否
246000,3,1,990,9145,1.5,0,4,6,1939,47.5022,-122.36,1640,8320,3,无,7.59,0.393497017,2015,Q1,是,76,否
260000,3,1,1910,8710,1,0,3,7,1954,47.5038,-122.3,1460,8944,3,有,7.58,0.368899454,2015,Q1,是,61,否
594950,4,3.25,2557,9480,2,2,3,7,1948,47.5449,-122.262,2220,8340,1.230769231,无,5.42,0.270272326,2014,Q4,是,21,是
608000,3,2.75,2610,5000,2,0,4,7,1946,47.6729,-122.373,1500,5000,1.090909091,有,0.52,0.132009216,2015,Q1,是,69,否
185000,3,1.75,1170,9085,1,0,3,7,1967,47.2808,-122.354,1230,9085,1.714285714,无,22.86,0.511431829,2014,Q4,否,47,否
235000,3,2.5,2350,9051,1,0,4,8,1966,47.3126,-122.364,2270,8748,1.2,有,20.68,0.507470721,2014,Q3,否,48,否
770000,4,2.25,2730,5000,1,0,5,7,1955,47.5843,-122.393,2010,5000,1.777777778,有,2.92,0.308813931,2014,Q4,是,59,否
240000,4,2.25,1830,7614,2,0,3,7,1991,47.3682,-122.179,1860,6930,1.777777778,无,18.14,0.503535928,2014,Q4,否,23,否
461000,3,2.5,1690,3026,2,0,3,7,2002,47.6885,-122.043,1650,3161,1.2,无,13.96,0.13224325,2015,Q1,否,13,否
452000,3,2.5,1690,4000,2,0,3,7,2004,47.6788,-122.034,1690,4000,1.2,无,14.12,0.13224325,2014,Q4,否,10,否
765000,4,2.5,2660,5043,2,2,3,9,2003,47.5445,-121.996,3010,5500,1.6,无,15.87,0.418648795,2014,Q4,否,11,否
546000,3,3,1530,9999,1,0,4,7,1983,47.6869,-122.186,1530,8556,1,有,7.84,0.128667689,2015,Q2,否,32,否
781000,3,2.5,2070,4463,1.5,0,5,8,1931,47.6853,-122.305,2070,5000,1.2,有,3.1,0.08658284,2015,Q1,是,84,否
538000,4,1.75,1880,7953,1,0,4,7,1965,47.5838,-122.123,1750,8591,2.285714286,无,9.43,0.240961112,2015,Q1,否,50,否
790000,4,2.5,2240,8664,1,0,5,8,1975,47.6621,-122.189,2210,8860,1.6,有,7.01,0.13224325,2014,Q3,否,39,否
696500,4,2.75,2540,4400,1.5,0,5,7,1925,47.6832,-122.343,1560,3920,1.454545455,有,1.87,0.111749068,2014,Q4,是,89,是
276000,3,2,1370,8137,1,0,4,7,1988,47.2802,-122.303,1660,8840,1.5,无,22.98,0.501579779,2015,Q2,否,27,否
269000,2,1,770,8612,1,0,3,6,1953,47.7547,-122.323,1290,8407,2,无,6.6,0.2452127,2014,Q3,是,61,否
122000,2,1,740,6840,1,0,3,6,1942,47.5168,-122.373,740,6840,2,无,6.68,0.38184689,2015,Q1,是,73,否
352500,3,1.5,1360,7680,1,0,3,7,1955,47.7441,-122.337,1630,7679,2,无,5.69,0.231224248,2014,Q3,是,59,否
249000,4,2,1280,7560,1,0,5,6,1959,47.45,-122.175,1250,7690,2,无,13.14,0.437399093,2014,Q4,否,55,否
360000,4,2,1920,7803,1,0,3,7,1962,47.758,-122.325,1940,8147,2,有,6.78,0.251077669,2014,Q4,是,52,否
275000,3,1.5,1320,7695,1,0,4,7,1959,47.4908,-122.181,1370,8295,2,无,10.65,0.418648795,2014,Q3,否,55,否
697000,4,2.5,3160,6961,2,0,3,8,2005,47.6125,-122.01,3110,5058,1.6,无,14.49,0.13224325,2014,Q3,否,9,否
675000,4,2.5,3000,5548,2,0,3,9,2006,47.5399,-122.188,2870,5000,1.6,无,7.97,0.393844328,2014,Q2,否,8,否
1170000,5,2.5,2810,6000,2.5,0,3,9,1907,47.6367,-122.35,2240,4800,2,无,0.9,0.103824329,2014,Q4,是,107,否
1100000,3,2,2390,6888,2,1,5,8,1939,47.6839,-122.274,2390,7920,1.5,无,4.07,0.110545516,2014,Q2,是,75,否
520000,4,1,2080,3500,1.5,0,5,7,1926,47.5445,-122.383,1380,5900,4,有,4.96,0.322113097,2014,Q2,是,88,否
415000,3,1.75,2650,7500,1.5,0,4,7,1962,47.7716,-122.317,1340,7500,1.714285714,有,7.79,0.276768497,2014,Q4,是,52,否
415000,3,2.5,1060,1536,2,0,3,8,2000,47.6907,-122.395,1220,1316,1.2,无,2.02,0.194045127,2014,Q2,是,14,否
450000,3,2.25,1940,8312,1,1,4,7,1963,47.4556,-122.346,2060,9503,1.333333333,有,10.78,0.476333534,2015,Q2,是,52,否
485000,2,1,1080,4080,1,0,3,8,1948,47.6899,-122.32,1890,4080,2,无,3.01,0.098863022,2015,Q2,是,67,否
294000,3,2.25,1700,9600,2,0,3,7,1984,47.39,-122.158,1930,9600,1.333333333,无,17.16,0.503535928,2015,Q2,否,31,否
690000,3,1,1580,4000,2,0,3,8,1905,47.6363,-122.32,2190,4000,3,无,1.45,0.053223519,2014,Q3,是,109,否
481000,2,2.25,1290,1137,3,0,3,8,2007,47.6718,-122.382,1290,1332,0.888888889,无,0.6,0.142117122,2014,Q3,是,7,否
575000,4,2.75,1960,4635,1,0,4,7,1968,47.5693,-122.285,1830,6180,1.454545455,有,3.42,0.200515522,2015,Q2,是,47,否
785000,3,2,2090,5015,1.5,0,5,7,1920,47.6378,-122.301,1930,4250,1.5,无,1.95,0.032630229,2014,Q3,是,94,否
720000,3,2.25,2120,9297,2,0,4,8,1981,47.5561,-122.154,2620,10352,1.333333333,无,8.7,0.240961112,2014,Q3,否,33,否
324900,4,2.5,1880,7965,2,0,3,7,2000,47.3642,-122.052,1570,7584,1.6,无,21.27,0.437399093,2014,Q2,否,14,否
265000,2,1,770,5160,1,0,3,6,1943,47.5304,-122.356,920,5160,2,无,5.63,0.330935942,2014,Q3,是,71,否
545000,3,2.5,1530,3210,1.5,0,5,7,1928,47.6913,-122.393,1330,4410,1.2,有,2.01,0.192625484,2014,Q3,是,86,否
292500,3,2.25,1690,7320,2,0,3,7,1987,47.3889,-122.316,1520,7450,1.333333333,无,15.45,0.498346866,2015,Q1,是,28,否
860000,4,1.75,1880,3720,1.5,0,4,7,1924,47.6431,-122.356,2090,4095,2.285714286,无,0.68,0.097009017,2014,Q3,是,90,否
495000,4,2.5,2140,7245,2,0,3,7,2003,47.729,-122.35,2080,7875,1.6,无,4.53,0.227818805,2014,Q2,是,11,否
342000,2,2,1320,1462,3,0,3,7,1997,47.7223,-122.29,1430,1650,1,无,5.52,0.177569253,2015,Q2,是,18,否
444000,3,2,1460,2610,2,0,3,8,1987,47.6864,-122.345,1320,3000,1.5,无,1.96,0.115661479,2014,Q3,是,27,否
804100,4,2.5,3070,8086,2,0,3,10,2005,47.5399,-122.16,3320,10738,1.6,无,9.02,0.393844328,2014,Q2,否,9,否
230000,6,1.5,1810,4838,1.5,0,4,5,1905,47.4874,-122.202,1300,4838,4,有,10.27,0.430697237,2014,Q4,否,109,否
634950,3,3,2180,2650,1.5,0,5,8,1930,47.6891,-122.375,1570,4820,1,有,1.64,0.161603588,2014,Q3,是,84,否
780000,6,4,3300,5720,1,0,3,8,1963,47.676,-122.309,2030,4080,1.5,有,2.48,0.064206449,2015,Q1,是,52,否
611000,4,2.5,2460,4200,2,0,3,8,1998,47.6031,-122.021,2330,4200,1.6,无,14,0.13224325,2014,Q2,否,16,否
475999,4,1.75,1880,4175,1.5,0,3,7,1944,47.6646,-122.364,1700,3758,2.285714286,有,0.44,0.103451711,2014,Q4,是,70,否
565000,3,2,2290,9450,1,0,3,9,1979,47.5692,-122.1,2750,11700,1.5,有,10.72,0.240961112,2014,Q4,否,35,是
1270000,4,3.25,3020,4000,1.5,0,5,8,1927,47.6395,-122.279,2400,4000,1.230769231,有,2.67,0.096126043,2014,Q4,是,87,是
520000,3,2,1510,3760,1,0,5,7,1925,47.5425,-122.39,1510,3760,1.5,有,5.21,0.333211901,2015,Q2,是,90,否
446800,4,2,2410,8712,1,0,3,7,1958,47.5729,-122.302,2220,6038,2,有,2.88,0.178918434,2014,Q4,是,56,否
652000,3,1,1470,6122,1,0,3,8,1948,47.6517,-122.406,2200,6122,3,有,0.96,0.184072163,2015,Q1,是,67,否
745000,4,3.25,3490,7024,2,0,3,10,2006,47.5834,-121.972,3450,6866,1.230769231,无,16.4,0.240961112,2014,Q2,否,8,否
594000,3,2.25,1270,1406,2,0,3,8,2014,47.6647,-122.284,1160,1327,1.333333333,有,3.02,0.057099837,2014,Q2,是,0,否
257000,2,1,1000,3700,1,0,3,6,1929,47.552,-122.29,1270,5000,2,有,4.43,0.228750235,2015,Q1,是,86,否
485000,4,1.75,1430,4096,2,0,3,7,1900,47.604,-122.306,1640,3377,2.285714286,无,0.9,0.110025011,2014,Q3,是,114,否
381000,3,2,1680,8946,1,0,3,6,1996,47.6379,-121.966,1550,11625,1.5,有,16.64,0.13224325,2014,Q3,否,18,否
793000,4,2.5,2450,4080,1.5,0,4,8,1930,47.6899,-122.319,2000,4080,1.6,有,3.04,0.097361579,2015,Q2,是,85,否
920000,3,2.25,3650,5353,2,4,4,7,1947,47.5949,-122.291,1950,4970,1.333333333,有,1.84,0.138475312,2014,Q3,是,67,是
455000,2,1,830,4000,1,0,4,6,1947,47.6909,-122.381,1420,4000,2,无,1.8,0.173847877,2015,Q2,是,68,否
975000,4,2.5,3490,7494,2,3,3,11,2000,47.559,-122.127,3260,8437,1.6,无,9.77,0.240961112,2014,Q2,否,14,否
375000,2,1.5,1050,1046,2,0,3,8,2007,47.6028,-122.309,1470,1768,1.333333333,有,0.86,0.115189035,2014,Q4,是,7,否
400000,2,2.5,1170,1811,2,0,3,8,2001,47.6132,-122.297,1250,3146,0.8,无,1.09,0.092934566,2015,Q1,是,14,否
447000,3,1,1220,7200,1,0,4,7,1965,47.6218,-122.116,1320,7200,3,无,9.56,0.13224325,2015,Q1,否,50,否
470000,3,1.75,1310,8600,1,0,4,7,1987,47.686,-122.185,2510,8515,1.714285714,无,7.86,0.128667689,2014,Q4,否,27,否
665000,4,2.5,3130,7582,2,0,3,8,2004,47.577,-122.055,2990,6441,1.6,无,12.64,0.240961112,2014,Q4,否,10,否
200000,4,2.5,1720,8638,2,0,3,8,1994,47.2704,-122.313,1870,7455,1.6,无,23.62,0.501579779,2015,Q1,否,21,否
1330000,4,2.25,3260,4640,2,0,5,9,1907,47.6272,-122.312,3240,5800,1.777777778,有,1.07,0.071461521,2015,Q1,是,108,否
852500,4,2.5,3480,6315,2,0,3,9,2000,47.6841,-122.161,3620,5233,1.6,有,8.89,0.13224325,2014,Q3,否,14,否
565000,4,1.75,2030,7350,1,0,3,8,1966,47.6274,-122.094,2000,7998,2.285714286,无,10.62,0.13224325,2015,Q1,否,49,否
289950,3,2.5,1870,1436,2,0,3,7,2004,47.4899,-122.166,1720,1852,1.2,无,11.14,0.430569269,2014,Q4,否,10,否
505000,4,1.75,1940,4800,1,0,5,7,1922,47.6054,-122.314,1450,4800,2.285714286,有,0.58,0.113916403,2014,Q2,是,92,否
372000,3,2.5,1710,5633,2,0,3,7,1981,47.7232,-122.161,1540,5000,1.2,无,9.97,0.128667689,2014,Q4,否,33,否
207000,4,2,1690,7728,1.5,0,4,7,1967,47.3666,-122.318,1480,8009,2,无,16.97,0.498346866,2014,Q4,是,47,否
440250,3,1.5,1850,8124,1,0,4,7,1948,47.7275,-122.359,1530,8123,2,无,4.34,0.220804835,2015,Q1,是,67,否
585000,2,2,1370,7920,1,0,3,8,1949,47.6589,-122.397,1370,4680,1,有,0.33,0.162721113,2015,Q1,是,66,否
850000,4,2.5,2900,9972,2,0,3,9,1993,47.5536,-122.121,2901,8567,1.6,无,10.17,0.393844328,2014,Q3,否,21,否
570000,3,3,2400,3192,2,0,3,7,1991,47.6963,-122.348,1360,3192,1,无,2.44,0.137349923,2014,Q3,是,23,否
551000,4,2.75,2170,5988,2,0,3,8,2014,47.7484,-122.317,1170,8147,1.454545455,无,6.31,0.227399277,2014,Q3,是,0,否
172380,3,1,970,8378,1,0,4,6,1962,47.3078,-122.365,1050,8563,3,无,21.01,0.507470721,2015,Q1,否,53,否
850000,3,2.5,2340,1919,2,2,4,9,1981,47.6512,-122.203,2415,2166,1.2,无,6.09,0.13224325,2015,Q1,否,34,是
215000,2,1,1480,5325,1,0,4,7,1925,47.2079,-121.993,1670,5800,2,有,31.9,0.503535928,2014,Q4,否,89,否
220000,4,2.5,2240,9826,1,0,4,7,1988,47.314,-122.364,1980,9826,1.6,有,20.58,0.507470721,2014,Q2,否,26,否
845000,4,2.5,2940,7675,2,0,3,9,2004,47.7054,-122.129,3120,6574,1.6,无,10.78,0.13224325,2014,Q3,否,10,否
390000,1,1,710,4000,1,0,4,6,1928,47.6562,-122.354,1440,4500,1,有,0.66,0.081290212,2015,Q1,是,87,否
585000,4,2.5,2630,6185,2,0,3,9,1999,47.5229,-122.192,2720,6185,1.6,无,8.63,0.393844328,2014,Q3,否,15,否
477000,3,1,960,3600,1,0,4,7,1906,47.6758,-122.369,1580,5000,3,无,0.74,0.132026718,2014,Q3,是,108,否
399500,2,1.5,1180,1722,2,0,3,8,2006,47.5626,-122.384,1490,1469,1.333333333,无,3.84,0.287096399,2014,Q4,是,8,否
432500,3,2.5,1340,8867,2,0,3,8,1984,47.724,-122.327,1630,7287,1.2,无,4.59,0.17871884,2014,Q3,是,30,否
229999,4,2,1670,5200,1,0,4,7,1977,47.3652,-122.09,1500,5200,2,有,20.22,0.437399093,2014,Q3,否,37,否
233000,3,1,1100,7657,1,0,3,7,1955,47.4374,-122.285,1300,8000,3,无,12.22,0.4848984,2014,Q3,是,59,否
600000,3,2.5,3240,8016,2,0,3,8,2004,47.5382,-121.877,2990,7561,1.2,有,21.35,0.418648795,2014,Q2,否,10,否
334000,4,1.5,1680,7620,1,0,4,7,1965,47.4578,-122.351,1460,7620,2.666666667,有,10.63,0.478656746,2015,Q2,是,50,否
332500,3,1,1030,8164,1,0,4,7,1950,47.7353,-122.334,1340,8164,3,无,5.16,0.210460692,2014,Q3,是,64,否
249900,3,2.5,1630,7700,1,0,3,7,1978,47.3876,-122.211,1640,8160,1.2,有,16.37,0.503535928,2014,Q2,否,36,否
200000,2,1,1250,8520,1,0,3,6,1928,47.5158,-122.378,1040,8520,2,无,6.79,0.383347728,2014,Q4,是,86,否
230000,3,1,1390,6000,1,0,3,5,1954,47.4977,-122.175,1170,6000,3,无,10.45,0.418648795,2014,Q3,否,60,否
420000,4,2.5,1940,5414,2,0,3,8,1997,47.5461,-122.299,2050,6307,1.6,无,4.71,0.24659122,2014,Q4,是,17,否
785000,4,2.5,2960,4750,2,0,3,9,2005,47.5544,-121.993,2960,4750,1.6,无,15.82,0.415300639,2014,Q4,否,9,否
265000,5,1.5,1500,7112,1,0,5,6,1920,47.4692,-122.35,1200,7112,3.333333333,有,9.84,0.451264762,2014,Q2,是,94,否
415000,4,2.75,2390,9968,1,0,4,9,1989,47.3706,-122.056,2560,12385,1.454545455,有,20.81,0.437399093,2015,Q1,否,26,否
250000,3,1.75,1200,5478,1,0,5,6,1955,47.4959,-122.174,1270,6855,1.714285714,无,10.58,0.418648795,2015,Q1,否,60,否
1480000,3,2.5,2570,5000,2,0,3,11,1984,47.6295,-122.32,1570,5000,1.2,无,1.16,0.068432518,2015,Q2,是,31,否
635000,5,2.25,2180,6000,1,0,4,8,1966,47.6235,-122.143,2160,8800,2.222222222,有,8.31,0.13224325,2015,Q2,否,49,否
528000,3,2.5,2020,5613,2,0,3,7,2003,47.6835,-122.035,2020,4609,1.2,无,14.19,0.13224325,2014,Q3,否,11,否
530000,3,2.5,2480,7480,2,0,3,9,1992,47.771,-122.166,2480,7480,1.2,无,11.83,0.275708061,2014,Q3,否,22,否
310000,3,1.5,1140,3104,2,0,3,7,1988,47.5707,-122.018,1150,2981,2,无,14.42,0.240961112,2014,Q3,否,26,否
252000,3,1,1530,9465,1,0,4,7,1960,47.4915,-122.151,1530,9465,3,无,11.52,0.430636753,2015,Q1,否,55,否
334500,3,2,1700,8160,1,0,3,7,1961,47.74,-122.339,1740,8181,1.5,有,5.4,0.22416576,2014,Q3,是,53,否
370000,3,1,2150,8480,1,0,3,8,1951,47.6996,-122.308,1620,5203,3,有,3.85,0.117595561,2015,Q2,是,64,否
311000,3,2,1190,7840,1.5,0,4,6,1918,47.5531,-122.312,1460,3240,1.5,无,4.14,0.235950114,2014,Q4,是,96,否
260000,3,2.75,1730,4131,2,2,3,7,1975,47.5327,-122.346,1570,4120,1.090909091,有,5.45,0.313206461,2015,Q2,是,40,否
217500,3,1.75,1400,9546,1,0,4,7,1984,47.3179,-122.331,1660,8550,1.714285714,无,20.3,0.498346866,2014,Q3,否,30,否
290000,3,2.5,2200,4240,2,0,3,7,2003,47.3715,-122.127,2200,4311,1.2,无,18.96,0.503535928,2015,Q1,否,12,否
500000,3,1.5,960,4600,1,0,3,6,1944,47.6937,-122.213,2230,9350,2,无,6.86,0.128667689,2014,Q4,否,70,是
423500,3,2,1770,6000,1,3,3,7,1984,47.5644,-122.29,1300,3000,1.5,有,3.63,0.203207256,2015,Q2,是,31,否
715000,4,2.5,2970,5722,2,0,3,9,2005,47.6134,-122.042,3940,4848,1.6,无,13,0.13224325,2014,Q4,否,9,否
299000,3,2.5,1590,3121,2,0,3,7,1994,47.5515,-122.284,1090,4900,1.2,无,4.56,0.233830412,2014,Q3,是,20,否
635000,3,2.5,3350,4007,2,0,3,8,2005,47.7277,-122.207,2340,4167,1.2,有,8.4,0.128667689,2014,Q2,否,9,否
806000,4,2.5,3370,9629,2,0,3,10,1999,47.5896,-121.978,3360,10335,1.6,无,16.07,0.240961112,2014,Q3,否,15,否
