销售日期,销售价格,卧室数,浴室数,居住面积,土地面积,楼层数,是否海景房,视野,成色,建筑设计水平,地上建筑面积,地下建筑面积,建筑年份,翻新年份,邮编,纬度,经度,附近15间房屋平均居住面积,附近15间房屋平均土地面积,每间卧室平均浴室数,有无地下室,距最近优质啤酒厂的距离,距海岸线的最近距离,距医院的交通距离
10/28/2014,749500.0,4,2.5,2440,9727,2.0,0.0,0.0,3,9,2440,0.0,1987,0.0,98052,47.6613,-122.132,2370,11503,1.6,0.0,9.41,0.940040898,0.13224325
4/29/2015,360000.0,5,3.0,2480,7200,1.0,0.0,0.0,3,7,1560,920.0,1999,0.0,98188,47.4586,-122.28299999999999,1910,9432,1.6666666666666667,1.0,10.79,4.055651304,0.461963235
10/29/2014,815000.0,4,1.75,1820,4500,1.5,0.0,0.0,3,8,1820,0.0,1921,0.0,98119,47.6429,-122.36,1870,3600,2.2857142857142856,0.0,0.85,0.521068881,0.103020579
6/16/2014,175000.0,3,1.5,1220,7300,1.0,0.0,0.0,3,7,1220,0.0,1973,0.0,98001,47.3341,-122.279,1260,7347,2.0,0.0,19.35,2.369628707,0.501579779
10/2/2014,429950.0,3,1.75,1830,9758,1.0,0.0,0.0,3,8,1300,530.0,1977,0.0,98034,47.7107,-122.23,1850,8000,1.7142857142857142,1.0,6.82,0.6689251039999999,0.128667689
7/14/2014,675000.0,4,2.5,2900,5505,2.0,0.0,0.0,3,8,2900,0.0,2002,0.0,98074,47.6063,-122.02,2970,5251,1.6,0.0,14.04,2.369334724,0.13224325
7/8/2014,580000.0,3,2.25,1940,5980,1.0,0.0,0.0,3,7,1520,420.0,1987,0.0,98027,47.5476,-122.075,1910,6309,1.3333333333333333,1.0,12.32,0.524329287,0.393844328
2/24/2015,240000.0,4,2.0,1750,7800,1.0,0.0,0.0,4,6,1750,0.0,1944,0.0,98166,47.4791,-122.34700000000001,1270,7800,2.0,0.0,9.16,0.68323174,0.426181994
12/12/2014,862500.0,4,2.5,3220,4400,2.0,0.0,2.0,3,9,2180,1040.0,1937,0.0,98199,47.6325,-122.39399999999999,3000,5000,1.6,1.0,0.92,0.104890561,0.176622225
1/21/2015,140000.0,2,1.0,1080,6052,1.0,0.0,0.0,5,6,1080,0.0,1908,0.0,98030,47.3857,-122.215,1810,7830,2.0,0.0,16.44,5.196098398999999,0.503535928
2/24/2015,589000.0,3,1.75,920,3600,1.0,0.0,0.0,4,6,820,100.0,1904,0.0,98119,47.6386,-122.365,1620,3600,1.7142857142857142,1.0,0.7,0.960737359,0.117768072
2/23/2015,275000.0,3,1.75,1290,9760,1.0,0.0,0.0,3,7,1290,0.0,1979,0.0,98058,47.4265,-122.148,1410,8034,1.7142857142857142,0.0,15.18,5.977447872999999,0.437399093
7/11/2014,489900.0,4,2.5,2090,4196,2.0,0.0,0.0,3,8,2090,0.0,2006,0.0,98011,47.7453,-122.19200000000001,2640,4503,1.6,0.0,9.73,3.064086935,0.275708061
8/13/2014,545000.0,3,2.5,1900,3366,2.0,0.0,0.0,3,9,1900,0.0,1996,0.0,98033,47.6679,-122.184,2500,3954,1.2,0.0,7.42,1.056515903,0.13224325
3/25/2015,235000.0,4,1.0,1360,7132,1.5,0.0,0.0,3,6,1360,0.0,1941,0.0,98168,47.5054,-122.301,1280,7175,4.0,0.0,7.47,2.09976227,0.370699841
2/17/2015,230000.0,3,1.0,1000,4000,1.5,0.0,0.0,4,6,1000,0.0,1915,0.0,98118,47.5523,-122.286,1040,4240,3.0,0.0,4.47,1.280089098,0.235990323
7/10/2014,655000.0,4,2.25,2170,4080,2.0,0.0,0.0,3,7,1920,250.0,1980,0.0,98122,47.6124,-122.29299999999999,1890,4400,1.7777777777777777,1.0,1.27,0.549963208,0.096360553
3/26/2015,196000.0,3,1.0,1090,7400,1.0,0.0,0.0,4,7,1090,0.0,1962,0.0,98092,47.2923,-122.19,1140,8165,3.0,0.0,22.96,7.42889826,0.503535928
6/4/2014,572000.0,3,2.25,1830,7897,1.0,0.0,0.0,4,8,1290,540.0,1986,0.0,98052,47.6914,-122.103,1990,8306,1.3333333333333333,1.0,11.51,2.319534402,0.13224325
4/30/2015,615000.0,4,2.5,3010,6903,2.0,0.0,0.0,3,9,3010,0.0,2001,0.0,98056,47.5213,-122.193,2860,6435,1.6,0.0,8.68,0.682104838,0.393844328
3/20/2015,1230000.0,6,2.25,2930,4320,2.0,0.0,0.0,3,9,2130,800.0,1913,0.0,98112,47.6295,-122.306,2860,4320,2.6666666666666665,1.0,1.34,0.906965601,0.05717993900000001
8/19/2014,375000.0,3,2.5,1520,5649,2.0,0.0,0.0,4,7,1520,0.0,1989,0.0,98034,47.7221,-122.162,1540,5000,1.2,0.0,9.89,2.657622408,0.128667689
9/5/2014,295000.0,3,1.75,1250,9486,1.0,0.0,0.0,4,6,1250,0.0,1971,0.0,98070,47.4341,-122.446,1270,9600,1.7142857142857142,0.0,13.14,0.314037188,0.527776771
6/25/2014,760000.0,4,2.5,2760,6000,2.0,0.0,0.0,5,7,2230,530.0,1942,0.0,98115,47.6877,-122.295,1600,6000,1.6,1.0,3.52,1.174292852,0.095851259
4/7/2015,347000.0,3,1.75,1330,7848,1.0,0.0,0.0,3,8,1330,0.0,1978,0.0,98058,47.4463,-122.12700000000001,2110,8497,1.7142857142857142,0.0,14.63,5.370637344,0.437399093
5/4/2015,712000.0,3,2.0,1700,5100,1.5,0.0,0.0,4,7,1500,200.0,1924,0.0,98117,47.678999999999995,-122.39,1700,5100,1.5,1.0,1.22,0.7862488740000001,0.16619164
5/15/2014,495000.0,4,2.0,2050,4000,1.5,0.0,0.0,5,7,1210,840.0,1941,0.0,98144,47.5799,-122.306,1310,4000,2.0,1.0,2.36,0.880904782,0.193551157
4/2/2015,775000.0,3,1.0,2030,4080,1.5,0.0,0.0,4,7,1840,190.0,1908,0.0,98115,47.6765,-122.30799999999999,2030,4080,3.0,1.0,2.54,1.025192704,0.066029161
8/1/2014,429000.0,4,2.5,2100,7920,1.5,0.0,0.0,4,6,1400,700.0,1916,0.0,98126,47.5293,-122.37100000000001,1230,7920,1.6,1.0,5.81,1.11045182,0.350305558
7/29/2014,625000.0,4,2.25,2100,8290,2.0,0.0,0.0,4,8,2100,0.0,1978,0.0,98006,47.5595,-122.12899999999999,2100,8290,1.7777777777777777,0.0,9.67,1.4296982,0.240961112
10/21/2014,130000.0,2,1.0,840,6654,1.0,0.0,0.0,3,7,840,0.0,1951,0.0,98133,47.7319,-122.335,1350,5831,2.0,0.0,4.93,1.7814653269999998,0.203318917
11/4/2014,349000.0,3,1.75,1690,5080,1.0,0.0,0.0,3,7,1190,500.0,1976,0.0,98106,47.5312,-122.348,1300,5080,1.7142857142857142,1.0,5.56,2.802644564,0.317107116
3/17/2015,487500.0,3,2.5,1810,1988,2.0,0.0,0.0,3,7,1350,460.0,1997,0.0,98199,47.6513,-122.385,1600,1525,1.2,1.0,0.69,0.34005402100000004,0.144132095
6/3/2014,475000.0,3,2.5,2600,7210,2.0,0.0,0.0,3,8,2600,0.0,1989,0.0,98059,47.5123,-122.15100000000001,2350,7225,1.2,0.0,10.53,2.424407626,0.415300639
9/24/2014,685000.0,3,1.75,1650,8400,1.0,0.0,0.0,3,8,1470,180.0,1959,0.0,98040,47.5766,-122.236,2020,7777,1.7142857142857142,1.0,4.66,0.346274056,0.24058509100000006
8/11/2014,960000.0,3,1.75,2460,4800,1.0,0.0,0.0,4,7,1230,1230.0,1938,0.0,98112,47.6343,-122.28200000000001,2860,4800,1.7142857142857142,1.0,2.33,0.26204899800000003,0.084176444
11/13/2014,1100000.0,5,2.25,4320,7620,2.0,0.0,0.0,3,7,2880,1440.0,1973,2014.0,98115,47.6824,-122.287,1880,7620,2.2222222222222223,1.0,3.53,1.08339486,0.093198384
5/10/2015,435000.0,3,2.5,1930,5790,2.0,0.0,0.0,4,7,1930,0.0,1988,0.0,98011,47.7733,-122.17,1790,4901,1.2,0.0,11.82,5.24978201,0.275708061
10/28/2014,769950.0,3,2.0,2190,5400,1.0,0.0,2.0,5,7,1260,930.0,1952,0.0,98107,47.6737,-122.4,2160,5400,1.5,1.0,1.01,0.34334352,0.170098887
11/18/2014,352000.0,3,2.5,2090,3002,2.0,0.0,0.0,3,7,1670,420.0,2005,0.0,98019,47.745,-121.984,2090,3163,1.2,1.0,18.07,8.028398111,0.13224325
9/2/2014,105000.0,3,1.0,840,8400,1.0,0.0,0.0,3,6,840,0.0,1959,0.0,98023,47.3277,-122.34299999999999,840,9450,3.0,0.0,19.61,0.8588037359999999,0.511431829
12/2/2014,420000.0,2,1.0,2100,4480,1.0,0.0,0.0,5,7,1400,700.0,1908,0.0,98126,47.574,-122.37200000000001,1570,4400,2.0,1.0,2.88,0.636841015,0.261610461
10/1/2014,665000.0,3,2.75,1930,2960,1.5,0.0,0.0,5,7,1490,440.0,1929,0.0,98105,47.6659,-122.287,2080,3760,1.0909090909090908,1.0,2.92,0.613366439,0.055108846
12/15/2014,469950.0,4,2.75,2720,6427,1.0,0.0,0.0,3,8,1650,1070.0,2008,0.0,98146,47.4931,-122.354,2720,8484,1.4545454545454546,1.0,8.2,0.595927214,0.4093443470000001
10/16/2014,777000.0,4,2.5,3170,9900,2.0,0.0,0.0,4,8,3170,0.0,1979,0.0,98007,47.6181,-122.147,2540,12400,1.6,0.0,8.1,1.856683687,0.13224325
6/25/2014,346500.0,2,1.75,1610,6300,1.0,0.0,0.0,3,7,1010,600.0,1941,0.0,98108,47.553999999999995,-122.304,1370,5225,1.1428571428571428,1.0,4.13,1.631364061,0.228617317
3/11/2015,685000.0,3,2.5,2370,4950,2.0,0.0,0.0,3,8,2370,0.0,2003,0.0,98029,47.5465,-122.01299999999999,2230,4950,1.2,0.0,15.07,2.316865451,0.415300639
5/4/2014,783500.0,3,2.5,2850,7130,2.0,0.0,0.0,3,10,1990,860.0,1980,0.0,98122,47.603,-122.289,2280,6459,1.2,1.0,1.61,0.221218358,0.127907713
7/2/2014,575000.0,4,2.0,1660,4800,1.5,0.0,0.0,3,7,1660,0.0,1922,0.0,98103,47.6556,-122.345,1660,4800,2.0,0.0,0.44,0.489755891,0.059940293
4/8/2015,515000.0,3,1.5,2200,7620,1.0,0.0,0.0,4,7,1130,1070.0,1942,0.0,98177,47.7263,-122.363,2170,7672,2.0,1.0,4.23,0.481869473,0.22419513
8/5/2014,300000.0,3,2.5,2020,6628,1.0,0.0,0.0,4,7,1250,770.0,1963,0.0,98168,47.4934,-122.33200000000001,1540,9995,1.2,1.0,8.19,1.493224559,0.386513482
1/14/2015,272000.0,3,1.5,1760,9600,1.0,0.0,0.0,4,7,1760,0.0,1966,0.0,98031,47.4085,-122.195,1450,9600,2.0,0.0,15.28,6.415191824,0.503535928
5/27/2014,355000.0,4,2.25,1810,4970,2.0,0.0,0.0,3,7,1810,0.0,2003,0.0,98059,47.5003,-122.156,1810,4858,1.7777777777777777,0.0,10.92,2.18379264,0.418648795
7/31/2014,223000.0,3,2.0,1310,8440,1.0,0.0,0.0,5,6,1310,0.0,1951,0.0,98178,47.5003,-122.26899999999999,1790,10775,1.5,0.0,8.13,1.4516048469999998,0.352321636
8/20/2014,397000.0,4,2.5,3000,8584,2.0,0.0,0.0,3,7,3000,0.0,2003,0.0,98038,47.369,-122.03200000000001,2610,7570,1.6,0.0,21.58,13.01631453,0.437399093
3/18/2015,460000.0,2,2.0,1080,5000,1.0,0.0,0.0,5,6,1080,0.0,1923,0.0,98117,47.6826,-122.39399999999999,1530,5000,1.0,0.0,1.53,0.452267917,0.17995856100000002
2/6/2015,848000.0,3,2.75,2170,2738,1.5,0.0,0.0,4,9,1550,620.0,1930,0.0,98109,47.6389,-122.34899999999999,1170,1062,1.0909090909090908,1.0,0.74,0.436191598,0.098178853
10/7/2014,392800.0,2,1.0,740,4275,1.0,0.0,0.0,5,6,740,0.0,1924,0.0,98115,47.688,-122.30799999999999,1900,4275,2.0,0.0,3.17,1.08179922,0.091594551
1/22/2015,577000.0,3,2.25,2370,7878,2.0,0.0,0.0,3,8,2370,0.0,1985,0.0,98034,47.7281,-122.16799999999999,1870,7766,1.3333333333333333,0.0,9.87,2.684308443,0.128667689
7/7/2014,570000.0,3,1.0,1890,3330,1.5,0.0,0.0,4,7,1390,500.0,1901,0.0,98103,47.6597,-122.352,1530,3330,3.0,1.0,0.81,0.631801585,0.07942595
6/17/2014,250000.0,3,1.75,1160,6134,1.0,0.0,0.0,3,7,1160,0.0,1998,0.0,98002,47.3414,-122.21799999999999,1330,6301,1.7142857142857142,0.0,19.35,4.998322944,0.503535928
9/4/2014,645000.0,4,1.75,1550,7350,1.5,0.0,0.0,4,8,1550,0.0,1958,0.0,98040,47.5795,-122.235,1860,7350,2.2857142857142856,0.0,4.6,0.502451456,0.240670491
7/22/2014,337000.0,4,2.5,2610,5240,2.0,0.0,0.0,3,8,2610,0.0,2004,0.0,98038,47.345,-122.042,2480,5240,1.6,0.0,22.63,14.60146814,0.437399093
6/25/2014,280000.0,3,1.75,1230,8250,1.0,0.0,0.0,3,7,1230,0.0,1966,0.0,98058,47.4526,-122.176,1250,8250,1.7142857142857142,0.0,12.96,3.803462291,0.437399093
7/28/2014,167000.0,3,1.5,1280,5547,2.0,0.0,0.0,4,6,1280,0.0,1985,0.0,98002,47.3344,-122.215,1150,4500,2.0,0.0,19.85,5.216793469,0.503535928
5/30/2014,280000.0,2,1.0,1880,7560,1.0,0.0,0.0,3,6,940,940.0,1919,0.0,98126,47.5261,-122.374,1280,7560,2.0,1.0,6.06,0.930875264,0.360032487
12/22/2014,317500.0,2,1.5,1220,8409,1.0,0.0,0.0,4,6,1220,0.0,1948,0.0,98155,47.7534,-122.324,1130,8409,1.3333333333333333,0.0,6.5,2.077063576,0.240159994
7/3/2014,405500.0,2,2.75,1350,1252,2.0,0.0,0.0,3,8,1120,230.0,2006,0.0,98136,47.522,-122.39,1410,1265,0.7272727272727273,1.0,6.53,0.188289088,0.380348515
2/11/2015,549010.0,2,1.75,1560,4141,1.0,0.0,0.0,4,7,880,680.0,1942,0.0,98117,47.6863,-122.382,1210,4141,1.1428571428571428,1.0,1.5,1.184452912,0.171094622
4/22/2015,750000.0,5,3.5,2980,5809,2.0,0.0,2.0,3,8,2980,0.0,2005,0.0,98029,47.5537,-121.99600000000001,2120,3416,1.4285714285714286,0.0,15.7,2.873042938,0.415300639
2/24/2015,365000.0,2,1.0,870,5689,1.0,0.0,0.0,4,7,870,0.0,1948,0.0,98103,47.6988,-122.351,1100,5711,2.0,0.0,2.53,1.128474149,0.146491381
6/3/2014,425000.0,3,2.25,1870,9000,1.0,0.0,0.0,3,7,1440,430.0,1978,0.0,98011,47.7373,-122.198,1870,8640,1.3333333333333333,1.0,9.15,2.4470474330000003,0.275708061
3/31/2015,920000.0,3,1.0,1410,9656,1.0,0.0,0.0,3,7,960,450.0,1953,0.0,98004,47.6354,-122.208,2410,9384,3.0,1.0,5.47,0.578561267,0.13224325
12/22/2014,340000.0,4,2.25,2180,8000,1.0,0.0,0.0,4,9,1630,550.0,1975,0.0,98023,47.317,-122.37799999999999,2310,8000,1.7777777777777777,1.0,20.41,0.659074525,0.508931224
11/5/2014,405000.0,4,2.5,2620,8960,1.0,0.0,0.0,5,7,1520,1100.0,1955,0.0,98133,47.7642,-122.335,1880,8960,1.6,1.0,7.05,2.108154684,0.273805123
3/24/2015,537100.0,3,2.5,2450,7051,1.0,0.0,0.0,3,8,1870,580.0,1990,0.0,98056,47.5308,-122.171,2450,8788,1.2,1.0,8.99,1.284941352,0.393844328
3/18/2015,353500.0,4,2.5,3250,4650,2.0,0.0,0.0,3,8,3250,0.0,2007,0.0,98031,47.4004,-122.20299999999999,2960,4650,1.6,0.0,15.66,6.924663487,0.503535928
9/12/2014,522000.0,3,1.0,1150,7080,1.0,0.0,0.0,3,7,1150,0.0,1952,0.0,98125,47.7106,-122.288,1490,7921,3.0,0.0,4.99,0.568501888,0.15471257900000002
10/10/2014,710000.0,4,2.75,2780,6978,2.0,0.0,0.0,3,8,2780,0.0,2001,0.0,98053,47.6881,-122.04,2760,5460,1.4545454545454546,0.0,14.08,3.634869427,0.13224325
6/27/2014,490000.0,3,2.5,2230,5348,2.0,0.0,0.0,3,8,2230,0.0,2000,0.0,98065,47.5347,-121.866,2190,5205,1.2,0.0,21.91,9.09000495,0.418648795
10/6/2014,579000.0,3,2.5,1710,1904,2.0,0.0,0.0,3,8,1140,570.0,2003,0.0,98116,47.5827,-122.387,1260,1316,1.2,1.0,2.79,0.550793066,0.297153771
6/3/2014,600000.0,4,2.5,2620,9873,2.0,0.0,0.0,3,8,2620,0.0,1987,0.0,98075,47.5822,-122.051,2520,9935,1.6,0.0,12.76,1.052281309,0.240961112
5/29/2014,445000.0,4,1.75,1990,4725,1.5,0.0,0.0,4,7,1190,800.0,1944,0.0,98126,47.5275,-122.38,1240,4961,2.2857142857142856,1.0,6.03,0.6713699320000001,0.359691754
6/24/2014,362500.0,4,1.75,1450,8450,1.0,0.0,0.0,3,7,1450,0.0,1960,0.0,98027,47.5289,-122.02799999999999,1540,8450,2.2857142857142856,0.0,14.84,2.6681134980000003,0.418648795
5/14/2014,234000.0,4,2.0,1630,9010,1.0,0.0,0.0,4,7,1050,580.0,1975,0.0,98092,47.317,-122.196,1670,7820,2.0,1.0,21.24,6.416397746,0.503535928
7/9/2014,321500.0,1,1.0,730,1942,1.0,0.0,0.0,3,7,730,0.0,2008,0.0,98144,47.5939,-122.29899999999999,1020,2183,1.0,0.0,1.64,0.5466222620000001,0.134813586
6/6/2014,660000.0,3,1.75,1980,3300,1.5,0.0,0.0,4,7,1140,840.0,1926,0.0,98115,47.6733,-122.29799999999999,1590,5000,1.7142857142857142,1.0,2.73,1.217797376,0.060410951
10/6/2014,517950.0,3,2.0,1410,5000,1.0,0.0,0.0,5,7,740,670.0,1908,0.0,98107,47.6752,-122.361,1830,4000,1.5,1.0,0.89,0.687036468,0.119201358
2/11/2015,319500.0,3,1.0,1190,8450,1.0,0.0,0.0,5,6,1190,0.0,1961,0.0,98059,47.4807,-122.15700000000001,1660,8450,3.0,0.0,11.9,2.698975755,0.437399093
6/19/2014,850000.0,2,1.75,1590,5136,1.5,0.0,3.0,3,9,1320,270.0,1927,0.0,98199,47.6424,-122.411,2520,5243,1.1428571428571428,1.0,1.59,0.236381829,0.193433765
8/4/2014,475000.0,3,2.5,1320,1310,3.0,0.0,0.0,3,8,1320,0.0,2006,0.0,98107,47.6719,-122.38,1350,1250,1.2,0.0,0.55,0.558614719,0.139428073
6/24/2014,405000.0,3,1.0,1410,8053,1.0,0.0,0.0,4,7,1410,0.0,1951,0.0,98177,47.70399999999999,-122.367,1170,8042,3.0,0.0,2.68,0.702186988,0.182138374
10/16/2014,775000.0,4,1.75,1890,4800,1.5,0.0,0.0,3,7,1390,500.0,1906,0.0,98119,47.6405,-122.367,1890,4800,2.2857142857142856,1.0,0.76,0.848406797,0.11793227
4/7/2015,800000.0,4,2.75,3260,5000,2.0,0.0,0.0,3,9,3260,0.0,2007,0.0,98027,47.5395,-121.99700000000001,3450,6218,1.4545454545454546,0.0,15.94,3.2076034860000004,0.418648795
12/3/2014,620000.0,3,1.75,2040,4005,1.5,0.0,0.0,4,8,1740,300.0,1930,0.0,98117,47.6885,-122.38,1380,4005,1.7142857142857142,1.0,1.63,1.088139111,0.169652692
3/25/2015,230000.0,3,1.0,1250,9035,1.0,0.0,0.0,4,7,1250,0.0,1970,0.0,98003,47.275,-122.302,1350,10425,3.0,0.0,23.34,2.8267068660000003,0.501579779
7/8/2014,165000.0,1,1.0,850,8050,1.0,0.0,0.0,2,6,850,0.0,1906,0.0,98118,47.5427,-122.288,1590,5180,1.0,0.0,5.07,1.258735246,0.255595083
1/22/2015,490000.0,1,1.0,850,8050,1.0,0.0,0.0,2,6,850,0.0,1906,0.0,98118,47.5427,-122.288,1590,5180,1.0,0.0,5.07,1.258735246,0.255595083
8/6/2014,480000.0,3,1.75,1600,8400,1.0,0.0,0.0,5,8,1600,0.0,1963,0.0,98006,47.5479,-122.179,2210,8400,1.7142857142857142,0.0,7.98,0.8248196959999999,0.393844328
6/6/2014,570000.0,3,2.5,2400,6975,2.0,0.0,0.0,3,9,2400,0.0,1993,0.0,98056,47.534,-122.179,2640,11172,1.2,0.0,8.56,0.855121882,0.393844328
1/24/2015,615000.0,3,2.25,1870,4894,2.0,0.0,0.0,4,8,1750,120.0,1992,0.0,98033,47.6943,-122.19,1920,5988,1.3333333333333333,1.0,7.85,0.915598151,0.128667689
9/24/2014,280000.0,3,1.0,1720,9605,1.0,0.0,0.0,3,7,860,860.0,1969,0.0,98028,47.7439,-122.242,1720,9998,3.0,1.0,8.1,0.855511727,0.275708061
6/23/2014,326000.0,3,1.0,1030,9834,1.0,0.0,0.0,3,7,1030,0.0,1969,0.0,98072,47.7676,-122.164,1210,9875,3.0,0.0,11.74,5.002127188999999,0.275708061
2/16/2015,550700.0,2,2.25,1190,1499,2.0,0.0,0.0,3,9,1100,90.0,2004,0.0,98105,47.6666,-122.285,1430,1332,0.8888888888888888,1.0,3.02,0.674603135,0.05880762
7/1/2014,600000.0,2,1.0,910,2002,1.5,0.0,0.0,3,6,910,0.0,1900,0.0,98112,47.6188,-122.306,1190,1208,2.0,0.0,0.79,1.134154993,0.080029472
3/9/2015,546000.0,2,2.25,1530,1324,2.0,0.0,0.0,3,8,1280,250.0,2010,0.0,98122,47.6032,-122.311,1410,1689,0.8888888888888888,1.0,0.79,1.193869066,0.116950325
11/17/2014,489000.0,3,1.75,2090,7667,1.0,0.0,2.0,3,7,1200,890.0,1952,0.0,98115,47.7007,-122.31200000000001,1480,7666,1.7142857142857142,1.0,3.76,1.529391332,0.115387015
6/17/2014,765000.0,3,2.0,1570,7000,2.0,0.0,2.0,4,8,1050,520.0,1971,0.0,98122,47.6061,-122.286,1990,6675,1.5,1.0,1.66,0.133877851,0.118452826
5/29/2014,262000.0,2,1.0,1500,4120,1.5,0.0,0.0,3,5,880,620.0,1928,0.0,98055,47.4857,-122.2,1300,4120,2.0,1.0,10.42,1.22184931,0.430182283
7/2/2014,550000.0,4,2.75,2160,5005,1.0,0.0,0.0,3,7,1430,730.0,1987,0.0,98115,47.6971,-122.302,1770,5326,1.4545454545454546,1.0,3.86,1.393472809,0.110835335
6/6/2014,285000.0,2,1.0,780,5000,1.0,0.0,0.0,4,6,780,0.0,1943,0.0,98146,47.5112,-122.35700000000001,1030,5000,2.0,0.0,6.96,1.365881825,0.368886454
6/23/2014,335000.0,1,1.0,720,5100,1.0,0.0,0.0,3,6,720,0.0,1907,0.0,98117,47.6821,-122.38,1320,5100,1.0,0.0,1.2,1.100553952,0.16140138
8/29/2014,415000.0,3,1.5,1860,9003,1.0,0.0,0.0,3,7,1490,370.0,1955,0.0,98028,47.7624,-122.26,2090,11574,2.0,1.0,8.53,0.3785159420000001,0.278297222
7/8/2014,430000.0,3,2.0,1550,6039,1.0,0.0,0.0,5,7,830,720.0,1942,0.0,98126,47.5436,-122.37799999999999,1330,6042,1.5,1.0,4.94,0.8997709340000001,0.320983548
4/7/2015,270000.0,3,1.75,1610,6205,1.0,0.0,0.0,4,7,1210,400.0,1979,0.0,98023,47.3004,-122.383,1780,8056,1.7142857142857142,1.0,21.57,1.408519845,0.508931224
4/7/2015,760000.0,3,2.0,1810,4500,1.0,0.0,0.0,4,7,980,830.0,1906,0.0,98117,47.681000000000004,-122.359,1800,4500,1.5,1.0,1.27,0.6881377259999999,0.126679289
5/8/2015,450000.0,2,2.0,1730,4248,2.0,0.0,0.0,3,7,1730,0.0,1905,0.0,98144,47.5933,-122.30799999999999,1380,4000,1.0,0.0,1.46,0.96522778,0.138336609
11/21/2014,725000.0,4,2.5,2130,3420,1.5,0.0,0.0,4,7,1730,400.0,1916,0.0,98103,47.648999999999994,-122.336,1520,3420,1.6,1.0,0.39,0.209454908,0.051276872
5/8/2015,396000.0,3,2.25,1680,9766,2.0,0.0,0.0,3,7,1680,0.0,1989,0.0,98019,47.7341,-121.98100000000001,1590,9757,1.3333333333333333,0.0,17.91,8.057708122000001,0.13224325
6/5/2014,547000.0,3,2.5,1480,8381,1.0,0.0,0.0,4,7,1480,0.0,1968,0.0,98125,47.7078,-122.288,1710,8050,1.2,0.0,4.83,0.586300819,0.150889745
10/21/2014,999000.0,5,3.5,2810,2700,2.0,0.0,0.0,5,9,1900,910.0,1910,0.0,98117,47.6799,-122.363,1510,3800,1.4285714285714286,1.0,1.11,0.8260866570000001,0.13163947199999998
12/11/2014,265800.0,3,1.75,1460,7361,1.0,0.0,0.0,3,6,1460,0.0,1982,0.0,98019,47.7436,-121.979,1460,7505,1.7142857142857142,0.0,18.25,8.648386934,0.13224325
10/16/2014,530000.0,3,2.25,2160,8114,1.0,0.0,0.0,3,8,1460,700.0,1960,0.0,98133,47.7176,-122.35,2160,8000,1.3333333333333333,1.0,3.77,1.247308474,0.187221549
5/1/2015,605000.0,6,2.0,2610,9132,1.0,0.0,0.0,4,8,1320,1290.0,1965,0.0,98007,47.622,-122.14,2170,8000,3.0,1.0,8.44,1.73402431,0.13224325
4/21/2015,489000.0,4,2.5,2170,4587,2.0,0.0,0.0,3,7,2170,0.0,2006,0.0,98065,47.5396,-121.889,2170,5211,1.6,0.0,20.78,7.9652501839999985,0.418648795
6/13/2014,513000.0,4,2.75,2020,7070,1.0,0.0,0.0,5,7,1010,1010.0,1958,0.0,98126,47.5202,-122.37799999999999,1390,6000,1.4545454545454546,1.0,6.5,0.758830573,0.372898458
7/16/2014,765000.0,4,2.5,2980,5000,2.0,0.0,0.0,3,10,2980,0.0,2006,0.0,98027,47.5431,-121.99700000000001,3140,5500,1.6,0.0,15.86,3.094567806,0.418648795
9/16/2014,550000.0,2,1.5,1300,2970,1.0,0.0,0.0,3,7,990,310.0,1903,0.0,98102,47.6233,-122.319,1700,3000,1.3333333333333333,1.0,0.73,0.69450302,0.081831866
3/27/2015,653675.0,4,2.25,2280,7229,2.0,0.0,0.0,4,8,2280,0.0,1984,0.0,98027,47.5609,-122.081,2320,7735,1.7777777777777777,0.0,11.74,0.062921207,0.240961112
10/15/2014,245000.0,3,1.75,1260,8614,1.0,0.0,0.0,4,7,1260,0.0,1985,0.0,98038,47.3586,-122.056,1600,8614,1.7142857142857142,0.0,21.48,13.61052773,0.437399093
5/5/2015,700180.0,2,1.75,1530,4387,1.0,0.0,0.0,3,8,1020,510.0,1952,0.0,98115,47.6726,-122.264,1870,5029,1.1428571428571428,1.0,4.09,0.474212686,0.093859387
4/30/2015,510000.0,3,2.5,1830,8133,1.0,0.0,0.0,3,8,1390,440.0,1996,0.0,98028,47.7478,-122.24700000000001,2310,11522,1.2,1.0,8.19,0.507206489,0.275708061
5/4/2015,606500.0,3,2.5,2170,5500,2.0,0.0,0.0,3,8,2170,0.0,2000,0.0,98075,47.5975,-122.01799999999999,2170,5862,1.2,0.0,14.16,2.774112817,0.240961112
5/7/2015,290000.0,3,2.25,1620,7772,2.0,0.0,0.0,4,8,1620,0.0,1988,0.0,98003,47.3521,-122.302,1710,6455,1.3333333333333333,0.0,18.03,1.011395518,0.501579779
2/24/2015,115000.0,3,1.75,1080,7942,1.0,0.0,0.0,3,7,1080,0.0,1981,0.0,98023,47.3141,-122.355,1380,8244,1.7142857142857142,0.0,20.56,1.570060828,0.511431829
5/15/2014,580050.0,3,2.5,2360,4638,2.0,0.0,3.0,3,9,2360,0.0,1996,0.0,98115,47.6837,-122.321,1620,4638,1.2,0.0,2.62,0.407501573,0.086548134
3/6/2015,550000.0,3,2.5,2010,2261,2.0,0.0,0.0,3,8,1390,620.0,2014,0.0,98029,47.5514,-121.99799999999999,1690,1899,1.2,1.0,15.65,2.823865995,0.415300639
